qid,question
5865,"Doanh nghiệp đã nhận được mẫu 01 được duyệt cho sử dụng lao động nước ngoài từ Ủy ban nhân dân, nhưng do thủ tục hợp pháp hóa lãnh sự một số giấy tờ cá nhân (giấy xác nhận kinh nghiệm quản lý, bằng đại học ở nước ngoài) mất rất nhiều thời gian nên chuyên gia chưa có được giấy phép lao động trước khi bắt đầu làm việc. Ngày hiệu lực của giấy phép lao động được cấp sau này thì có ngày bắt đầu khoảng 4 tháng sau ngày người lao động bắt đầu làm việc. Cho hỏi rủi ro là gì? Thuế, lao động phải sửa chữa như thế nào?"
5866,Thời hạn giải quyết thủ tục chấp thuận thay đổi địa điểm đặt trụ sở chính của ngân hàng hợp tác xã là bao lâu?
5867,"Pháp luật quy định như thế nào về thủ tục yêu cầu cấp Phiếu lý lịch tư pháp trong trường hợp cơ quan tiến hành tố tụng yêu cầu cấp Phiếu lý lịch tư pháp để hỗ trợ công tác điều tra, truy tố, xét xử?"
5868,"Trình tự thực hiện thủ tục cấp Giấy phép thu, chi ngoại tệ và các hoạt động ngoại hối khác đối với doanh nghiệp kinh doanh casino như thế nào?"
5869,Thí nghiệm đối chứng trong quá trình thi công xây dựng được thực hiện trong các trường hợp nào?
5870,Mức phạt khi lùi xe ô tô tại đường có biển “Cấm đi ngược chiều” là bao nhiêu?
5871,Người có năng lực hành vi dân sự đầy đủ có thể có người giám hộ không?
5872,"Thủ tục đóng tạm thời cảng hàng không, sân bay trong trường hợp thiên tai, dịch bệnh, ô nhiễm môi trường, sự cố, tai nạn hàng không và các tình huống bất thường khác uy hiếp đến an toàn hàng không, an ninh hàng không như thế nào?"
5873,Làm công trừ nợ được không?
5874,"Cấp lại, cấp đổi, cấp điều chỉnh Giấy phép sử dụng vật liệu nổ công nghiệptrong trường hợp nào?"
5875,Chạy xe máy mà kéo hoặc đẩy xe khác bị phạt bao nhiêu?
5876,"Tổ chức kinh tế trực tiếp nhận và chi, trả ngoại tệ theo văn bản chấp thuận của NHNN phải thực hiện mở tài khoản ngoại tệ cho hoạt động này như thế nào?"
5877,Công bố hoạt động cảng thủy nội địa khi không còn nhu cầu tiếp nhận phương tiện thủy nước ngoài được quy định như thế nào?
5878,Tiền lương của người quản lý công ty TNHH một thành viên do VIETTEL nắm giữ 100% vốn điều lệ được quy định như thế nào?
5879,Phương tiện giao thông cơ giới có yêu cầu đặc biệt về bảo đảm an toàn PCCC với quy mô như thế nào thì thuộc thẩm quyền thẩm duyệt về PCCC của Cục Cảnh sát PCCC và CNCH?
5880,Đối tượng tham gia bảo hiểm xã hội tự nguyện bao gồm những đối tượng nào?
5881,"Bảo đảm bằng quyền sử dụng đất, tài sản gắn liền với đất và tài sản được tạo lập từ quyền bề mặt, quyền hưởng dụng được quy định như thế nào?"
5882,"Công ty chúng tôi là công ty con của một Công ty tại Hàn Quốc, hiện Công ty mẹ tại Hàn Quốc muốn nhận một số người lao động tại Công ty chúng tôi sang Hàn Quốc để thực tập nâng cao tay nghề với thời hạn 01 năm. Xin cho biết chúng tôi cần làm thủ tục tại đâu để đưa những lao động này sang Hàn Quốc thực tập?"
5883,"Trình tự, thủ tục, cách thức cấp lại chứng chỉ hành nghề biên tập được quy định như thế nào?"
5884,Nhiệm vụ và quyền hạn của Ủy viên Hội đồng lựa chọn sách giáo khoa được quy định ra sao?
5885,"Hồ sơ đề nghị công bố hạn chế giao thông trong trường hợp bảo đảm an ninh, quốc phòng trên tuyến đường thuỷ nội địa gồm những gì?"
5886,"Thành phần hồ sơ đề nghị gia hạn, điều chỉnh nội dung Giấy phép khai thác nước dưới đất bao gồm những gì?"
5887,"Giấy phép xây dựng của tôi bị thất lạc, vậy tôi có được đề nghị cấp lại giấy phép xây dựng không?"
5888,Gia công hàng hóa là quân phục có yếu tố nước ngoài có được tiêu thụ tại Việt Nam không?
5889,"Khi mang động vật trên cạn vào Việt Nam để tham gia hội chợ, triển lãm, thi đấu thể thao, biểu diễn nghệ thuật có phải thực hiện kiểm dịch không?"
5890,Nguyên tắc dự thầu của các nhóm thuốc trong gói thầu được quy định như thế nào?
5891,Mức phạt khi thả rông vật nuôi trong thành phố?
5892,Trường hợp tôi muốn thôi làm hòa giải viên thương mại vụ việc thì cần thực hiện thủ tục gì?
5893,Công dân trong độ tuổi thực hiện nghĩa vụ quân sự có nghĩa vụ phục vụ trong ngạch dự bị gồm những thành phần nào?
5894,"Vị trí xác định dòng chảy tối thiểu đối với sông, suối được quy định như thế nào?"
5895,Đề nghị cho biết các loại hình hành nghề thú y?
5896,Khái niệm gia đình
5897,Phạt thế nào khi thiết lập hệ thống thiết bị đầu cuối ngoài địa điểm theo thỏa thuận trong hợp đồng đại lý dịch vụ viễn thông?
5898,Người thành lập doanh nghiệp có được ký các loại hợp đồng phục vụ cho việc thành lập và hoạt động của doanh nghiệp trước và trong quá trình đăng ký doanh nghiệp hay không?
5899,Công ty cổ phần sẽ được thanh lý tài sản trong quá trình giải quyết phá sản?
5900,"Các hình thức xử lý kỷ luật khi quân nhân chấp hành không nghiêm quy định về tuần tra, canh gác được quy định như thế nào?"
5901,"Điều kiện để ký hợp đồng khám, chữa bệnh bảo hiểm y tế là gì?"
5902,"Phương pháp và thẩm quyền quyết định giá, đơn giá đối với dịch vụ sự nghiệp công sử dụng ngân sách nhà nước được quy định như thế nào?"
5903,Mức phạt khi điều khiển xe máy không giữ khoảng cách an toàn giữa hai xe gây tai nạn giao thông
5904,Phát hiện sự cố công trình xây dựng có phải báo cáo không?
5905,Mức phạt khi điều khiển xe ô tô không có Giấy đăng ký xe theo quy định
5906,Hành vi vi phạm về kho bạc trước ngày 01/9/2019 nhưng sau ngày này mới giải quyết xử lý thế nào?
5907,Tôi muốn sửa đổi đơn đăng ký chỉ dẫn địa lý thì tôi cần nộp những tài liệu gì?
5908,"Việc xây dựng, công bố chỉ số giá xây dựng được thực hiện như thế nào?"
5909,"Xe cẩu bánh lốp tự hành có 3 trục bánh xe, nặng 46 tấn, khi tham gia giao thông có phải xin cấp Giấy phép lưu hành xe ko?"
5910,"Mức chi hỗ trợ để thành lập hội, hiệp hội ngành nghề cấp vùng và cấp quốc gia là bao nhiêu?"
5911,"Tôi là người phải thi hành án, tôi muốn yêu cầu giảm chi phí cưỡng chế thi hành án được không?"
5912,"Điều khiển xe không có đèn chiếu sáng gần, xa bị phạt bao nhiêu tiền?"
5913,Mức phạt khi không thực hiện đúng quy trình để số lượng xe ô tô xếp hàng chờ lớn hơn 150 xe đến 200 xe
5914,"Thông báo việc không thụ lý giải quyết khiếu nại cho người khiếu nại biết khi cơ quan, tổ chức, cá nhân nhận được đơn khiếu nại thuộc một trong các trường hợp được quy định tại Điều 11 của Luật khiếu nại, được thực hiện như thế nào?"
5915,Mức phạt đối với hành vi vi phạm quy định về quản lý cơ sở hoạt động sự nghiệp sử dụng ngân sách nhà nước được quy định như thế nào?
5916,Quy định về bảo vệ bí mật nhà nước ngành tài nguyên môi trường trong thông tin liên lạc
5917,"Khi nộp hồ sơ cấp Chứng chỉ hành nghề luật sư, tôi có thể nộp Bản sao Phiếu lý lịch tư pháp được không?"
5918,Hồ sơ đề nghị công nhận tổ chức đủ điều kiện tổ chức thực hiện sát hạch cấp CCHN kiến trúc được quy định thế nào?
5919,Cơ quan nào có thẩm quyền điều chỉnh giấy phép kinh doanh karaoke đã cấp?
5920,Nội dung của di chúc thì có được viết tắt không?
5921,Đề nghị cho biết điều kiện để được công nhân báo cáo viên pháp luật?
5922,Muốn công bố mở cảng cạn và công bố mở cảng cạn đối với điểm thông quan hàng hóa đã được phê duyệt chủ trương chuyển đổi thành cảng cạn cần các giấy tờ gì?
5923,Biểu hiện khoáng sản là gì?
5924,"Báo cáo không chính xác, không trung thực hoặc không báo cáo theo quy định trong lĩnh vực bưu chính bị phạt như thế nào?"
5925,Bảo hiểm trách nhiệm nghề nghiệp của đấu giá viên được quy định như thế nào?
5926,"Tôi là người Việt Nam định cư ở nước ngoài, khi về đến Việt Nam, bị mất toàn bộ giấy tờ, nay đã quá hạn 6 tháng. Giờ muốn ở lại Việt Nam thì phải làm giấy tờ gì? Ở đâu? Trường hợp của tôi như vậy có vi phạm pháp luật Việt Nam và bị trục xuất khỏi Việt Nam không?"
5927,"Trình tự, thủ tục công ty đại chúng phát hành cổ phiếu để chuyển đổi trái phiếu chuyển đổi được quy định như thế nào?"
5928,Quy định về điều kiện cấp Giấy chứng nhận huấn luyện viên chính đối với thuyền viên được quy định như thế nào?
5929,"Theo quy định của pháp luật, lô rừng có diện tích bao nhiêu?"
5930,Doanh nghiệp muốn đăng ký hoạt động bán hàng đa cấp cần phải đáp ứng điều kiện gì?
5931,"Trình tự thực hiện thủ tục chấp thuận thay đổi địa chỉ đặt trụ sở của chi nhánh ngân hàng nước ngoài trong trường hợp không phát sinh thay đổi địa điểm đặt trụ sở và sửa đổi, bổ sung Giấy phép đối với nội dung thay đổi địa chỉ đặt trụ sở của chi nhánh ngân hàng nước ngoài như thế nào?"
5932,"Cơ quan tôi được trang bị bình xịt hơi cay, đề nghị cho biết hồ sơ cấp giấy xác nhận đăng ký công cụ hỗ trợ như thế nào?"
5933,"Văn bản, tài liệu trong hồ sơ đề nghị cấp Giấy phép nhập khẩu vàng nguyên liệu đối với doanh nghiệp đầu tư ra nước ngoài trong lĩnh vực khai thác vàng cần đảm bảo điều kiện gì?"
5934,Mức trợ cấp tai nạn lao động một lần đối với người bị tai nạn lao động lần đầu quy định như thế nào
5935,"Chúng tôi là một Đại sứ quán tại Hà Nội, hiện có nhu cầu sử dụng thiết bị bộ đàm để phục vụ mục đích liên lạc nội bộ. Qua tìm hiểu thông tư 265 /2016/TT-BTC ngày 14/11/2016 của Bộ Tài Chính về quy định mức thu, chế độ thu, nộp, quản lý và sử dụng lệ phí cấp giấy phép sử dụng tần số vô tuyến điện và phí sử dụng tần số vô tuyến điện có một số trường hợp được miễn thu phí sử dụng tần số. Vì vậy mong quý cơ quan cho biết chúng tôi có thuộc diện này không?"
5936,Hội đồng thẩm định đề án đóng cửa mỏ khoáng sản là tổ chức như thế nào?
5937,"Mức phạt khi dựng rạp, lều quán, công trình khác trái phép trong khu vực đô thị tại hầm đường bộ bị phạt bao nhiêu?"
5938,Đồ án quy hoạch đô thị gồm các loại nào?
5939,"Tôi có người nhà đang bị tạm giam nên không thể đến tổ chức hành nghề công chứng để công chứng hợp đồng mua bán nhà ở. Vậy, người nhà tôi phải làm thế nào?"
